id,deck,subdeck,en,es,tr,pos,kind,tags,level,hint,example,notes,image,audio,source
tra_nzeRYqYTFGBs,trio-lingua,travel,motorcycle,la moto / la motocicleta,motosiklet,noun,term,transportation,,,,,,,
tra_9PFyJnKUF-6m,trio-lingua,travel,boat,el barco,tekne / gemi,noun,term,transportation,,,,,,,
tra_pxPAtM5HDO5m,trio-lingua,travel,ferry,el ferry / el transbordador,feribot,noun,term,transportation,,,,,,,
tra_5WvfiD6Itqh6,trio-lingua,travel,airport,el aeropuerto,havalimanı,noun,term,transportation,,,,,,,
tra_YnYtW9NzdEyY,trio-lingua,travel,station,la estación,istasyon / gar,noun,term,transportation,,,,,,,
tra_eHs-9Rif7jSG,trio-lingua,travel,bus stop,la parada de autobús,otobüs durağı,noun,term,transportation,,,,,,,
tra_TwM6deYEqHGh,trio-lingua,travel,place,el lugar / el sitio,yer,noun,term,places,,,,,,,
tra_xOG5jq9_p_sy,trio-lingua,travel,city,la ciudad,şehir,noun,term,places,,,,,,,
tra_X8Z8Gu78J_0g,trio-lingua,travel,town,el pueblo,kasaba,noun,term,places,,,,,,,
tra_mEuNnd8S48s0,trio-lingua,travel,village,la aldea / el pueblo,köy,noun,term,places,,,,,,,
tra_9rJvaq3ReNEN,trio-lingua,travel,capital,la capital,başkent,noun,term,places,,,,,,,
tra_riLUU_Pi2AIO,trio-lingua,travel,neighborhood,el barrio,mahalle,noun,term,places,,,,,,,
tra_TOK5qe7KTAFC,trio-lingua,travel,street,la calle,sokak / cadde,noun,term,places,,,,,,,
tra_syqZnxbfZN11,trio-lingua,travel,square,la plaza,meydan,noun,term,places,,,,,,,
tra_3xrQhvF7RV7_,trio-lingua,travel,park,el parque,park,noun,term,places,,,,,,,
tra_3eEU_8r05FMm,trio-lingua,travel,beach,la playa,plaj,noun,term,places,,,,,,,
tra_4XqBPIijltNI,trio-lingua,travel,sea,el mar,deniz,noun,term,places,,,,,,,
tra_rP6v8vfbBps_,trio-lingua,travel,ocean,el océano,okyanus,noun,term,places,,,,,,,
tra_YyNslUWanBW0,trio-lingua,travel,mountain,la montaña,dağ,noun,term,places,,,,,,,
tra_h79jSMZPaw8Z,trio-lingua,travel,river,el río,nehir,noun,term,places,,,,,,,
tra_TRJ1sNIE_uMy,trio-lingua,travel,lake,el lago,göl,noun,term,places,,,,,,,
tra_mpGMgu13ugtK,trio-lingua,travel,island,la isla,ada,noun,term,places,,,,,,,
tra_jgVwD5VZBFR8,trio-lingua,travel,desert,el desierto,çöl,noun,term,places,,,,,,,
tra_apLpNZHOZpRK,trio-lingua,travel,museum,el museo,müze,noun,term,places,,,,,,,
tra_ZHHqpO-1CUaQ,trio-lingua,travel,market,el mercado,pazar / çarşı,noun,term,places,,,,,,,
tra_Mzrm62-S_15l,trio-lingua,travel,store / shop,la tienda,dükkân / mağaza,noun,term,places,,,,,,,
tra_Vf5gX9N_bwpB,trio-lingua,travel,bank,el banco,banka,noun,term,places,,,,,,,
tra_SNWsb7-kSUX4,trio-lingua,travel,hospital,el hospital,hastane,noun,term,places,,,,,,,
tra_zu_q-aQWKgtj,trio-lingua,travel,pharmacy,la farmacia,eczane,noun,term,places,,,,,,,
tra_GXSp5s80ylkh,trio-lingua,travel,school,la escuela,okul,noun,term,places,,,,,,,
tra__klBWbbjea7s,trio-lingua,travel,university,la universidad,üniversite,noun,term,places,,,,,,,
tra_vl2wLypu_0Gs,trio-lingua,travel,church,la iglesia,kilise,noun,term,places,,,,,,,
tra_W6BjfEqfRFAM,trio-lingua,travel,Where is…?,¿Dónde está…?,… nerede?,phrase,phrase,travel-phrases,,,,,,,
tra_24-WW4_B94M3,trio-lingua,travel,How much is the ticket?,¿Cuánto cuesta el billete?,Bilet ne kadar?,phrase,phrase,travel-phrases,,,,,,,
tra_G3R2G33iTwPl,trio-lingua,travel,I'm lost.,Estoy perdido / perdida.,Kayboldum.,phrase,phrase,travel-phrases,,,,,,,
tra_9KfpTPP7d82g,trio-lingua,travel,one way,solo ida,tek yön,phrase,phrase,travel-phrases,,,,,,,
tra_g7mPMrQEF6XU,trio-lingua,travel,round trip,ida y vuelta,gidiş-dönüş,phrase,phrase,travel-phrases,,,,,,,
tra_PU0MT2FsEwaa,trio-lingua,travel,Have a good trip!,¡Buen viaje!,İyi yolculuklar!,phrase,phrase,travel-phrases,,,,,,,
