Question,Content,Tags,id
"daily

adverb

[Wiktionary](https://en.wiktionary.org/wiki/daily#English)","diariamente

adverb
also *a diario*

[Wiktionary](https://en.wiktionary.org/wiki/diariamente#Spanish)

———

her gün",calendar,cal_FnrHEQu2BTWF
"weekly

adverb

[Wiktionary](https://en.wiktionary.org/wiki/weekly#English)","semanalmente

adverb

[Wiktionary](https://en.wiktionary.org/wiki/semanalmente#Spanish)

———

her hafta",calendar,cal_1dZGuD-gLXOS
"monthly

adverb

[Wiktionary](https://en.wiktionary.org/wiki/monthly#English)","mensualmente

adverb

[Wiktionary](https://en.wiktionary.org/wiki/mensualmente#Spanish)

———

her ay",calendar,cal_D9G2zBl31eAU
"yearly

adverb

[Wiktionary](https://en.wiktionary.org/wiki/yearly#English)","anualmente

adverb
also *anual*

[Wiktionary](https://en.wiktionary.org/wiki/anualmente#Spanish)

———

her yıl",calendar,cal_mj0-lNR86Oq4
"color

noun

[Wiktionary](https://en.wiktionary.org/wiki/color#English)","el color

noun

[Wiktionary](https://en.wiktionary.org/wiki/color#Spanish)

———

renk",colors,col_frdDRsaHM19g
"red

adjective

[Wiktionary](https://en.wiktionary.org/wiki/red#English)","rojo, roja

adjective

[Wiktionary](https://en.wiktionary.org/wiki/rojo#Spanish)

———

kırmızı",colors,col_RqEwYEQQmPfh
"blue

adjective

[Wiktionary](https://en.wiktionary.org/wiki/blue#English)","azul

adjective
same for masc. and fem.

[Wiktionary](https://en.wiktionary.org/wiki/azul#Spanish)

———

mavi",colors,col_e7wzwL2Tmh5w
"green

adjective

[Wiktionary](https://en.wiktionary.org/wiki/green#English)","verde

adjective
same for masc. and fem.

[Wiktionary](https://en.wiktionary.org/wiki/verde#Spanish)

———

yeşil",colors,col_DxWmLlKhGuO1
"yellow

adjective

[Wiktionary](https://en.wiktionary.org/wiki/yellow#English)","amarillo, amarilla

adjective

[Wiktionary](https://en.wiktionary.org/wiki/amarillo#Spanish)

———

sarı",colors,col_x7MQ5yD7uCVO
"black

adjective

[Wiktionary](https://en.wiktionary.org/wiki/black#English)","negro, negra

adjective

[Wiktionary](https://en.wiktionary.org/wiki/negro#Spanish)

———

siyah",colors,col__NGFIJADQ45P
"white

adjective

[Wiktionary](https://en.wiktionary.org/wiki/white#English)","blanco, blanca

adjective

[Wiktionary](https://en.wiktionary.org/wiki/blanco#Spanish)

———

beyaz",colors,col_qc27w5dAKjf6
"orange

adjective

[Wiktionary](https://en.wiktionary.org/wiki/orange#English)","naranja

adjective
invariable; also the fruit *la naranja*

[Wiktionary](https://en.wiktionary.org/wiki/naranja#Spanish)

———

turuncu",colors,col_JSXcw_v3AsMZ
"purple

adjective

[Wiktionary](https://en.wiktionary.org/wiki/purple#English)","morado, morada

adjective

[Wiktionary](https://en.wiktionary.org/wiki/morado#Spanish)

———

mor",colors,col_UlkL-rPM21zF
"pink

adjective

[Wiktionary](https://en.wiktionary.org/wiki/pink#English)","rosa

adjective
invariable

[Wiktionary](https://en.wiktionary.org/wiki/rosa#Spanish)

———

pembe",colors,col_SjVYbfSp0Q_d
"brown

adjective

[Wiktionary](https://en.wiktionary.org/wiki/brown#English)","marrón

adjective

[Wiktionary](https://en.wiktionary.org/wiki/marrón#Spanish)

———

kahverengi",colors,col_4i-i_2c3aWRV
"gray

adjective
also *grey* (UK)

[Wiktionary](https://en.wiktionary.org/wiki/gray#English)","gris

adjective

[Wiktionary](https://en.wiktionary.org/wiki/gris#Spanish)

———

gri",colors,col_bdB8qMF6iZ6t
"light

adjective
of a color; e.g. light blue → *azul claro*

[Wiktionary](https://en.wiktionary.org/wiki/light#English)","claro, clara

adjective

[Wiktionary](https://en.wiktionary.org/wiki/claro#Spanish)

———

açık",colors,col_oA3ep7XZzS2Y
"dark

adjective
of a color; e.g. dark blue → *azul oscuro*

[Wiktionary](https://en.wiktionary.org/wiki/dark#English)","oscuro, oscura

adjective

[Wiktionary](https://en.wiktionary.org/wiki/oscuro#Spanish)

———

koyu",colors,col_o6-UwtzFj44x
"zero

numeral

[Wiktionary](https://en.wiktionary.org/wiki/zero#English)","cero

numeral

[Wiktionary](https://en.wiktionary.org/wiki/cero#Spanish)

———

sıfır",numbers-101,num_P9-G2BMqkuMf
"one

numeral

[Wiktionary](https://en.wiktionary.org/wiki/one#English)","uno, un, una

numeral
*un* before a masculine noun; *una* before a feminine noun

[Wiktionary](https://en.wiktionary.org/wiki/uno#Spanish)

———

bir",numbers-101,num_nnPb4PSo4lmo
"two

numeral

[Wiktionary](https://en.wiktionary.org/wiki/two#English)","dos

numeral

[Wiktionary](https://en.wiktionary.org/wiki/dos#Spanish)

———

iki",numbers-101,num_Wk8WHKnZi9y2
"three

numeral

[Wiktionary](https://en.wiktionary.org/wiki/three#English)","tres

numeral

[Wiktionary](https://en.wiktionary.org/wiki/tres#Spanish)

———

üç",numbers-101,num_ZGeL2_cN-G3q
"four

numeral

[Wiktionary](https://en.wiktionary.org/wiki/four#English)","cuatro

numeral

[Wiktionary](https://en.wiktionary.org/wiki/cuatro#Spanish)

———

dört",numbers-101,num_fiaGL_ldSkQm
"five

numeral

[Wiktionary](https://en.wiktionary.org/wiki/five#English)","cinco

numeral

[Wiktionary](https://en.wiktionary.org/wiki/cinco#Spanish)

———

beş",numbers-101,num_-1bF_eNYMQgL
"six

numeral

[Wiktionary](https://en.wiktionary.org/wiki/six#English)","seis

numeral

[Wiktionary](https://en.wiktionary.org/wiki/seis#Spanish)

———

altı",numbers-101,num_uLTePPSch5DE
"seven

numeral

[Wiktionary](https://en.wiktionary.org/wiki/seven#English)","siete

numeral

[Wiktionary](https://en.wiktionary.org/wiki/siete#Spanish)

———

yedi",numbers-101,num_j-Srb-vZNAFE
"eight

numeral

[Wiktionary](https://en.wiktionary.org/wiki/eight#English)","ocho

numeral

[Wiktionary](https://en.wiktionary.org/wiki/ocho#Spanish)

———

sekiz",numbers-101,num_KIFrgOlCUcJo
"nine

numeral

[Wiktionary](https://en.wiktionary.org/wiki/nine#English)","nueve

numeral

[Wiktionary](https://en.wiktionary.org/wiki/nueve#Spanish)

———

dokuz",numbers-101,num_r0j4vnrF98Fp
"ten

numeral

[Wiktionary](https://en.wiktionary.org/wiki/ten#English)","diez

numeral

[Wiktionary](https://en.wiktionary.org/wiki/diez#Spanish)

———

on",numbers-101,num_iUlKISPBFwdI
"eleven

numeral

[Wiktionary](https://en.wiktionary.org/wiki/eleven#English)","once

numeral

[Wiktionary](https://en.wiktionary.org/wiki/once#Spanish)

———

on bir",numbers-101,num_-BpfSkK8splu
"twelve

numeral

[Wiktionary](https://en.wiktionary.org/wiki/twelve#English)","doce

numeral

[Wiktionary](https://en.wiktionary.org/wiki/doce#Spanish)

———

on iki",numbers-101,num_-mKDdB7hgE_F
"thirteen

numeral

[Wiktionary](https://en.wiktionary.org/wiki/thirteen#English)","trece

numeral

[Wiktionary](https://en.wiktionary.org/wiki/trece#Spanish)

———

on üç",numbers-101,num_JD_5EXb6TzbE
"fourteen

numeral

[Wiktionary](https://en.wiktionary.org/wiki/fourteen#English)","catorce

numeral

[Wiktionary](https://en.wiktionary.org/wiki/catorce#Spanish)

———

on dört",numbers-101,num_bT68SDGTsov_
"fifteen

numeral

[Wiktionary](https://en.wiktionary.org/wiki/fifteen#English)","quince

numeral

[Wiktionary](https://en.wiktionary.org/wiki/quince#Spanish)

———

on beş",numbers-101,num_lA4Rrl3AvVqZ
"sixteen

numeral

[Wiktionary](https://en.wiktionary.org/wiki/sixteen#English)","dieciséis

numeral

[Wiktionary](https://en.wiktionary.org/wiki/dieciséis#Spanish)

———

on altı",numbers-101,num_Kqawu1c1D_rb
"seventeen

numeral

[Wiktionary](https://en.wiktionary.org/wiki/seventeen#English)","diecisiete

numeral

[Wiktionary](https://en.wiktionary.org/wiki/diecisiete#Spanish)

———

on yedi",numbers-101,num_9rs9Up04LgY9
"eighteen

numeral

[Wiktionary](https://en.wiktionary.org/wiki/eighteen#English)","dieciocho

numeral

[Wiktionary](https://en.wiktionary.org/wiki/dieciocho#Spanish)

———

on sekiz",numbers-101,num_xVJB77C09SCC
"nineteen

numeral

[Wiktionary](https://en.wiktionary.org/wiki/nineteen#English)","diecinueve

numeral

[Wiktionary](https://en.wiktionary.org/wiki/diecinueve#Spanish)

———

on dokuz",numbers-101,num_l135eQ-nzaGV
"twenty

numeral

[Wiktionary](https://en.wiktionary.org/wiki/twenty#English)","veinte

numeral

[Wiktionary](https://en.wiktionary.org/wiki/veinte#Spanish)

———

yirmi",numbers-101,num_npwdxpBuvOye
"twenty-one

numeral","veintiuno

numeral
21–29 are written as one word (*veinti…*)

[Wiktionary](https://en.wiktionary.org/wiki/veintiuno#Spanish)

———

yirmi bir",numbers-101,num_XthNKBH9THwz
"twenty-two

numeral","veintidós

numeral

[Wiktionary](https://en.wiktionary.org/wiki/veintidós#Spanish)

———

yirmi iki",numbers-101,num_y0cSScVCTau5
"thirty

numeral

[Wiktionary](https://en.wiktionary.org/wiki/thirty#English)","treinta

numeral

[Wiktionary](https://en.wiktionary.org/wiki/treinta#Spanish)

———

otuz",numbers-101,num_U5LZdFZdnlai
"thirty-one

numeral","treinta y uno

numeral
from 31 up: tens + *y* + units

———

otuz bir",numbers-101,num_HC8JMDc3NKan
"forty

numeral

[Wiktionary](https://en.wiktionary.org/wiki/forty#English)","cuarenta

numeral

[Wiktionary](https://en.wiktionary.org/wiki/cuarenta#Spanish)

———

kırk",numbers-101,num_OvBA1JwlUgrr
"forty-five

numeral","cuarenta y cinco

numeral

———

kırk beş",numbers-101,num_y_ivW6mRU46i
"fifty

numeral

[Wiktionary](https://en.wiktionary.org/wiki/fifty#English)","cincuenta

numeral

[Wiktionary](https://en.wiktionary.org/wiki/cincuenta#Spanish)

———

elli",numbers-101,num_jE72QH5oRrul
"sixty

numeral

[Wiktionary](https://en.wiktionary.org/wiki/sixty#English)","sesenta

numeral

[Wiktionary](https://en.wiktionary.org/wiki/sesenta#Spanish)

———

altmış",numbers-101,num_LtAUG3KwGy1F
"seventy

numeral

[Wiktionary](https://en.wiktionary.org/wiki/seventy#English)","setenta

numeral

[Wiktionary](https://en.wiktionary.org/wiki/setenta#Spanish)

———

yetmiş",numbers-101,num_ReLJjO08xPkf
"eighty

numeral

[Wiktionary](https://en.wiktionary.org/wiki/eighty#English)","ochenta

numeral

[Wiktionary](https://en.wiktionary.org/wiki/ochenta#Spanish)

———

seksen",numbers-101,num_d91E1_gy5KBZ
"ninety

numeral

[Wiktionary](https://en.wiktionary.org/wiki/ninety#English)","noventa

numeral

[Wiktionary](https://en.wiktionary.org/wiki/noventa#Spanish)

———

doksan",numbers-101,num__JnoiKH3TCPm
"ninety-nine

numeral","noventa y nueve

numeral

———

doksan dokuz",numbers-101,num_1IhFzgIYSK8g
"one hundred

numeral","cien, ciento

numeral
*cien* for exactly 100; *ciento* in 101–199

[Wiktionary](https://en.wiktionary.org/wiki/cien#Spanish)

———

yüz",numbers-101,num_2Uur3fNxSb3J
"number

noun

[Wiktionary](https://en.wiktionary.org/wiki/number#English)","el número

noun

[Wiktionary](https://en.wiktionary.org/wiki/número#Spanish)

———

sayı",numbers-101,num_Q1hT0XrbzGEh
"half

noun

[Wiktionary](https://en.wiktionary.org/wiki/half#English)","la mitad

noun

[Wiktionary](https://en.wiktionary.org/wiki/mitad#Spanish)

———

yarım",numbers-101,num__RrV0H0lDi1B
"dozen

noun

[Wiktionary](https://en.wiktionary.org/wiki/dozen#English)","la docena

noun

[Wiktionary](https://en.wiktionary.org/wiki/docena#Spanish)

———

düzine",numbers-101,num_bwHCAnJcAfNn
"pair

noun

[Wiktionary](https://en.wiktionary.org/wiki/pair#English)","el par

noun

[Wiktionary](https://en.wiktionary.org/wiki/par#Spanish)

———

çift",numbers-101,num_jSmKxQm0MLE1
"even

adjective
divisible by two

[Wiktionary](https://en.wiktionary.org/wiki/even#English)","par

adjective

[Wiktionary](https://en.wiktionary.org/wiki/par#Spanish)

———

çift",numbers-101,num_qgsLzjJofJ9K
"odd

adjective
not divisible by two

[Wiktionary](https://en.wiktionary.org/wiki/odd#English)","impar

adjective

[Wiktionary](https://en.wiktionary.org/wiki/impar#Spanish)

———

tek",numbers-101,num_0FwstTsuB7K8
"Hello

phrase","Hola

phrase

———

Merhaba",phrases-a,phr_29LuoRPBd9EB
"Good morning

phrase","Buenos días

phrase

———

Günaydın",phrases-a,phr_0bm6P_9q-QQE
"Good afternoon

phrase","Buenas tardes

phrase

———

Tünaydın",phrases-a,phr_mz5anAkKMacW
"Good evening

phrase
also used as *good night*","Buenas noches

phrase

———

İyi akşamlar",phrases-a,phr_f3j69y34JpmI
"Good night

phrase","Buenas noches

phrase

———

İyi geceler",phrases-a,phr_Gs8wKX07cr2a
"Goodbye

phrase","Adiós

phrase

———

Hoşça kal",phrases-a,phr_K1Wz-mgA57uz
"See you later

phrase","Hasta luego

phrase

———

Görüşürüz",phrases-a,phr_iz0lsQFxsSM_
"See you soon

phrase","Hasta pronto

phrase

———

Yakında görüşürüz",phrases-a,phr_3LLMdmMtjBK5
"See you tomorrow

phrase","Hasta mañana

phrase

———

Yarın görüşürüz",phrases-a,phr_38knXjPK10es
"Welcome

phrase","Bienvenido, Bienvenida

phrase

———

Hoş geldin",phrases-a,phr_kdYI1gLsDDUg
"Please

phrase","Por favor

phrase

———

Lütfen",phrases-a,phr_8VSkx-QHyZAb
"Thank you

phrase","Gracias

phrase

———

Teşekkürler",phrases-a,phr_k7gsg9iLyT5Y
"Thank you very much

phrase","Muchas gracias

phrase

———

Çok teşekkürler",phrases-a,phr_wpibgadLrnC0
"You're welcome

phrase","De nada

phrase

———

Rica ederim",phrases-a,phr_kCeAbO3L0Yt9
"Excuse me

phrase
also *Disculpe* (more formal)","Perdón

phrase

———

Affedersiniz",phrases-a,phr_5_QLXy05uuv-
"I'm sorry

phrase","Lo siento

phrase

———

Özür dilerim",phrases-a,phr_L5JImj7MMIOD
"with your permission

phrase
used when passing by someone; often glossed as *excuse me*","Con permiso

phrase

———

İzninizle",phrases-a,phr_YZSzEoT__w6M
"Yes

phrase","Sí

phrase

———

Evet",phrases-a,phr_8OtYl58P_5bG
"No

phrase","No

phrase

———

Hayır",phrases-a,phr_60cXiMJp1wvN
"Maybe

phrase","Tal vez, Quizás

phrase

———

Belki",phrases-a,phr_TiMK1VFOMh2w
"Of course

phrase","Claro, Por supuesto

phrase

———

Tabii ki",phrases-a,phr_tBFmlooe5wlq
"That's all

phrase","Eso es todo

phrase

———

Hepsi bu",phrases-a,phr_sVM44DR_xOEg
"It doesn't matter

phrase","No importa

phrase

———

Önemli değil",phrases-a,phr_eAR8jsneSRlt
"How nice!

phrase
natural gloss: *That's great!*","¡Qué bien!

phrase

———

Ne güzel!",phrases-a,phr_5vc7-hQVjK8w
"very well

phrase","muy bien

phrase

———

çok iyi",phrases-a,phr_3G1CyrPi3rrd
"How are you?

phrase","¿Cómo estás?

phrase

———

Nasılsın?",phrases-a,phr_yPBj9pg6Vsw4
"Fine, thanks. And you?

phrase","Bien, gracias. ¿Y tú?

phrase

———

İyiyim, teşekkürler. Ya sen?",phrases-a,phr_JgJ3FE6xo-Ka
"What's your name?

phrase","¿Cómo te llamas?

phrase

———

Adın ne?",phrases-a,phr_uE-AI_Ta9xgr
"My name is…

phrase","Me llamo…

phrase

———

Adım…",phrases-a,phr_IirTE2_Zvgi_
"Nice to meet you

phrase","Mucho gusto

phrase
also *Encantado / Encantada*

———

Memnun oldum",phrases-a,phr_ODe5T5mHfbmV
"Where are you from?

phrase","¿De dónde eres?

phrase

———

Nerelisin?",phrases-a,phr_ofYjauO_SSBL
"I am from…

phrase","Soy de…

phrase

———

…'lıyım",phrases-a,phr_LgYw_FGIYJbz
"What do you do for a living?

phrase","¿A qué te dedicas?

phrase

———

Ne iş yapıyorsun?",phrases-a,phr_4c_uec7cxbNF
"I work as…

phrase","Trabajo como…

phrase

———

… olarak çalışıyorum",phrases-a,phr_GquhxqkDC0-w
"Where do you work?

phrase","¿Dónde trabajas?

phrase

———

Nerede çalışıyorsun?",phrases-a,phr_j1sWKP272B_v
"What do you study?

phrase","¿Qué estudias?

phrase

———

Ne okuyorsun?",phrases-a,phr_IwX2KIvmbyJs
"How old are you?

phrase","¿Cuántos años tienes?

phrase

———

Kaç yaşındasın?",phrases-a,phr_D7LrehhppMwh
"I am … years old.

phrase
literally: *I have … years*","Tengo … años.

phrase

———

… yaşındayım.",phrases-a,phr_LKSGbTIr6RAu
"Where do you live?

phrase","¿Dónde vives?

phrase

———

Nerede yaşıyorsun?",phrases-a,phr_0yja4kehSjcx
"Who is he?

phrase","¿Quién es él?

phrase

———

O kim?",phrases-a,phr_NnGu7cTPJbkq
"Are you married?

phrase","¿Estás casado, casada?

phrase

———

Evli misin?",phrases-a,phr_Zi-Oej3WOM-e
"I am single

phrase","Estoy soltero, soltera

phrase

———

Bekarım",phrases-a,phr_Y7mLnIMcgWu3
"I don't understand

phrase","No entiendo

phrase

———

Anlamıyorum",phrases-a,phr_ClZaDcss4k4o
"I don't know

phrase","No sé

phrase

———

Bilmiyorum",phrases-a,phr_W419M3-sjIuo
"Do you speak English?

phrase","¿Hablas inglés?

phrase

———

İngilizce biliyor musun?",phrases-a,phr_diH2C_cqVuXg
"I speak a little Spanish

phrase","Hablo un poco de español

phrase

———

Biraz İspanyolca konuşuyorum",phrases-a,phr_xHoxc2JOwOjr
"I'm learning Spanish

phrase","Aprendo español

phrase

———

İspanyolca öğreniyorum",phrases-a,phr_oEqqeVv2TOaY
"What languages do you speak?

phrase","¿Qué idiomas hablas?

phrase

———

Hangi dilleri konuşuyorsun?",phrases-a,phr_v0aAYB3Llp51
"Can you repeat, please?

phrase","¿Puedes repetir, por favor?

phrase

———

Tekrar eder misin, lütfen?",phrases-a,phr_uIEAv0pqisAV
"What does … mean?

phrase","¿Qué significa…?

phrase

———

… ne demek?",phrases-a,phr_xezq9aqDjFt2
"How do you say … in Spanish?

phrase","¿Cómo se dice … en español?

phrase

———

İspanyolca … nasıl denir?",phrases-a,phr_LgEQasaSt7q6
"How much does it cost?

phrase","¿Cuánto cuesta?

phrase

———

Ne kadar?",phrases-a,phr_Gmmqe8VxHyU5
"Where is the bathroom?

phrase","¿Dónde está el baño?

phrase

———

Tuvalet nerede?",phrases-a,phr_oFdxQs2ZHanH
"Where is…?

phrase","¿Dónde está…?

phrase

———

… nerede?",phrases-a,phr_f0AfAmxroegY
"I am lost

phrase","Estoy perdido, perdida

phrase

———

Kayboldum",phrases-a,phr_yadDdogjB_bc
"Help!

phrase","¡Socorro!, ¡Ayuda!

phrase

———

İmdat!",phrases-a,phr_GIS94duJAu32
"to the right

phrase","a la derecha

phrase

———

sağa / sağda",phrases-a,phr_Ssvc5uUuKQcm
"to the left

phrase","a la izquierda

phrase

———

sola / solda",phrases-a,phr_kt1DdMGhEB4t
"Do you want a drink?

phrase","¿Quieres una bebida?

phrase

———

Bir şey içmek ister misin?",phrases-a,phr_QBBWbQLGFqyS
"Shall we drink something?

phrase","¿Bebemos algo?

phrase

———

Bir şey içelim mi?",phrases-a,phr_HlpMQ5Jt85ws
