id,deck,subdeck,en,es,tr
cal_Y8kpiq9K-o7E,trio-lingua,calendar,"April

noun

[Wiktionary](https://en.wiktionary.org/wiki/April)","el abril

noun

[Wiktionary](https://en.wiktionary.org/wiki/abril)",Nisan
cal_1zpYV3zoVINx,trio-lingua,calendar,"May

noun

[Wiktionary](https://en.wiktionary.org/wiki/May)","el mayo

noun

[Wiktionary](https://en.wiktionary.org/wiki/mayo)",Mayıs
cal_2wju-caS_LPZ,trio-lingua,calendar,"June

noun

[Wiktionary](https://en.wiktionary.org/wiki/June)","el junio

noun

[Wiktionary](https://en.wiktionary.org/wiki/junio)",Haziran
cal_oE2s2gAp7MNn,trio-lingua,calendar,"July

noun

[Wiktionary](https://en.wiktionary.org/wiki/July)","el julio

noun

[Wiktionary](https://en.wiktionary.org/wiki/julio)",Temmuz
cal_lQI4_SXcUhor,trio-lingua,calendar,"August

noun

[Wiktionary](https://en.wiktionary.org/wiki/August)","el agosto

noun

[Wiktionary](https://en.wiktionary.org/wiki/agosto)",Ağustos
cal_psdkByjUArvQ,trio-lingua,calendar,"September

noun

[Wiktionary](https://en.wiktionary.org/wiki/September)","el septiembre

noun

[Wiktionary](https://en.wiktionary.org/wiki/septiembre)",Eylül
cal_3SpzSsfzelDn,trio-lingua,calendar,"October

noun

[Wiktionary](https://en.wiktionary.org/wiki/October)","el octubre

noun

[Wiktionary](https://en.wiktionary.org/wiki/octubre)",Ekim
cal_B_-4Mi0XUGar,trio-lingua,calendar,"November

noun

[Wiktionary](https://en.wiktionary.org/wiki/November)","el noviembre

noun

[Wiktionary](https://en.wiktionary.org/wiki/noviembre)",Kasım
cal_h5e0hvdbgU2c,trio-lingua,calendar,"December

noun

[Wiktionary](https://en.wiktionary.org/wiki/December)","el diciembre

noun

[Wiktionary](https://en.wiktionary.org/wiki/diciembre)",Aralık
cal_9-k6TH-02oYc,trio-lingua,calendar,"spring

noun

[Wiktionary](https://en.wiktionary.org/wiki/spring)","la primavera

noun

[Wiktionary](https://en.wiktionary.org/wiki/primavera)",ilkbahar
cal_k2Eul2lpFUlN,trio-lingua,calendar,"summer

noun

[Wiktionary](https://en.wiktionary.org/wiki/summer)","el verano

noun

[Wiktionary](https://en.wiktionary.org/wiki/verano)",yaz
cal_zxToZ-tDrAid,trio-lingua,calendar,"autumn

noun
also *fall* (US)

[Wiktionary](https://en.wiktionary.org/wiki/autumn)","el otoño

noun

[Wiktionary](https://en.wiktionary.org/wiki/otoño)",sonbahar
cal_4G4XzQRsww6K,trio-lingua,calendar,"winter

noun

[Wiktionary](https://en.wiktionary.org/wiki/winter)","el invierno

noun

[Wiktionary](https://en.wiktionary.org/wiki/invierno)",kış
cal_jDvpmQ-YBxay,trio-lingua,calendar,"morning

noun

[Wiktionary](https://en.wiktionary.org/wiki/morning)","la mañana

noun

[Wiktionary](https://en.wiktionary.org/wiki/mañana)",sabah
cal_b7zhqn4v8ycY,trio-lingua,calendar,"afternoon

noun

[Wiktionary](https://en.wiktionary.org/wiki/afternoon)","la tarde

noun

[Wiktionary](https://en.wiktionary.org/wiki/tarde)",öğleden sonra
cal_l5CvO1LX6dTF,trio-lingua,calendar,"evening

noun

[Wiktionary](https://en.wiktionary.org/wiki/evening)","la tarde

noun
also *la noche* depending on context

[Wiktionary](https://en.wiktionary.org/wiki/tarde)",akşam
cal_R-JcgEoYNFMz,trio-lingua,calendar,"night

noun

[Wiktionary](https://en.wiktionary.org/wiki/night)","la noche

noun

[Wiktionary](https://en.wiktionary.org/wiki/noche)",gece
cal_-ujtIBekWmfK,trio-lingua,calendar,"noon

noun

[Wiktionary](https://en.wiktionary.org/wiki/noon)","el mediodía

noun

[Wiktionary](https://en.wiktionary.org/wiki/mediodía)",öğle
cal_ASYtkBNopXZW,trio-lingua,calendar,"midnight

noun

[Wiktionary](https://en.wiktionary.org/wiki/midnight)","la medianoche

noun

[Wiktionary](https://en.wiktionary.org/wiki/medianoche)",gece yarısı
cal_-BPHuhcL3CRl,trio-lingua,calendar,"today

adverb

[Wiktionary](https://en.wiktionary.org/wiki/today)","hoy

adverb

[Wiktionary](https://en.wiktionary.org/wiki/hoy)",bugün
cal_SB4EbFz4gINV,trio-lingua,calendar,"yesterday

adverb

[Wiktionary](https://en.wiktionary.org/wiki/yesterday)","ayer

adverb

[Wiktionary](https://en.wiktionary.org/wiki/ayer)",dün
cal_ZXgSC-lHbvHi,trio-lingua,calendar,"tomorrow

adverb

[Wiktionary](https://en.wiktionary.org/wiki/tomorrow)","mañana

adverb

[Wiktionary](https://en.wiktionary.org/wiki/mañana)",yarın
cal_VEcCTmQBXpg4,trio-lingua,calendar,"day

noun

[Wiktionary](https://en.wiktionary.org/wiki/day)","el día

noun

[Wiktionary](https://en.wiktionary.org/wiki/día)",gün
cal_SUhxufoKJsqi,trio-lingua,calendar,"date

noun

[Wiktionary](https://en.wiktionary.org/wiki/date)","la fecha

noun

[Wiktionary](https://en.wiktionary.org/wiki/fecha)",tarih
cal_5TnCzeW8tjX9,trio-lingua,calendar,"week

noun

[Wiktionary](https://en.wiktionary.org/wiki/week)","la semana

noun

[Wiktionary](https://en.wiktionary.org/wiki/semana)",hafta
cal_SwUSlMnHCeo6,trio-lingua,calendar,"weekend

noun

[Wiktionary](https://en.wiktionary.org/wiki/weekend)","el fin de semana

noun

[Wiktionary](https://en.wiktionary.org/wiki/fin_de_semana)",hafta sonu
cal_2cqjGJGtxZqc,trio-lingua,calendar,"weekday

noun

[Wiktionary](https://en.wiktionary.org/wiki/weekday)","el día laborable

noun
working day; also *día hábil*

[Wiktionary](https://en.wiktionary.org/wiki/día)",hafta içi
cal_37a8uXa6GsBU,trio-lingua,calendar,"month

noun

[Wiktionary](https://en.wiktionary.org/wiki/month)","el mes

noun

[Wiktionary](https://en.wiktionary.org/wiki/mes)",ay
cal_uN6SiaabuNVG,trio-lingua,calendar,"year

noun

[Wiktionary](https://en.wiktionary.org/wiki/year)","el año

noun

[Wiktionary](https://en.wiktionary.org/wiki/año)",yıl
cal_qijm73-xOjxV,trio-lingua,calendar,"decade

noun

[Wiktionary](https://en.wiktionary.org/wiki/decade)","la década

noun

[Wiktionary](https://en.wiktionary.org/wiki/década)",on yıl
cal_S3EC7tPGCyed,trio-lingua,calendar,"century

noun

[Wiktionary](https://en.wiktionary.org/wiki/century)","el siglo

noun

[Wiktionary](https://en.wiktionary.org/wiki/siglo)",yüzyıl
cal_FnrHEQu2BTWF,trio-lingua,calendar,"daily

adverb

[Wiktionary](https://en.wiktionary.org/wiki/daily)","diariamente

adverb
also *a diario*

[Wiktionary](https://en.wiktionary.org/wiki/diariamente)",her gün
cal_1dZGuD-gLXOS,trio-lingua,calendar,"weekly

adverb

[Wiktionary](https://en.wiktionary.org/wiki/weekly)","semanalmente

adverb

[Wiktionary](https://en.wiktionary.org/wiki/semanalmente)",her hafta
cal_D9G2zBl31eAU,trio-lingua,calendar,"monthly

adverb

[Wiktionary](https://en.wiktionary.org/wiki/monthly)","mensualmente

adverb

[Wiktionary](https://en.wiktionary.org/wiki/mensualmente)",her ay
cal_mj0-lNR86Oq4,trio-lingua,calendar,"yearly

adverb

[Wiktionary](https://en.wiktionary.org/wiki/yearly)","anualmente

adverb
also *anual*

[Wiktionary](https://en.wiktionary.org/wiki/anualmente)",her yıl
