id,deck,subdeck,en,es,tr,pos,kind,tags,level,hint,example,notes,image,audio,source
foo_4FIyDXHbRmx0,trio-lingua,food,table,la mesa,masa,noun,term,restaurant,,,,,,,
foo_eVf4G9KlntRj,trio-lingua,food,chair,la silla,sandalye,noun,term,restaurant,,,,,,,
foo_MARzgYr_Qg_5,trio-lingua,food,bill / check,la cuenta,hesap,noun,term,restaurant,,,,,,,
foo_JBqqCmglTNNn,trio-lingua,food,tip,la propina,bahşiş,noun,term,restaurant,,,,,,,
foo_8nzfem4uhw07,trio-lingua,food,reservation,la reserva,rezervasyon,noun,term,restaurant,,,,,,,
foo_0W4tJenbjjmz,trio-lingua,food,dish,el plato,yemek / tabak,noun,term,restaurant,,,,,,,
foo_MB9wU6agVHWi,trio-lingua,food,glass,el vaso / la copa,bardak / kadeh,noun,term,restaurant,,,,copa for wine,,,
foo_a8acshb1i0-n,trio-lingua,food,cup,la taza,fincan,noun,term,restaurant,,,,,,,
foo_VFbaMLjpisXn,trio-lingua,food,fork,el tenedor,çatal,noun,term,restaurant,,,,,,,
foo_EzjbE-vnG0R6,trio-lingua,food,knife,el cuchillo,bıçak,noun,term,restaurant,,,,,,,
foo_zKnCMJpl0NG5,trio-lingua,food,spoon,la cuchara,kaşık,noun,term,restaurant,,,,,,,
foo_vFSGHFeZUCDN,trio-lingua,food,napkin,la servilleta,peçete,noun,term,restaurant,,,,,,,
foo_X37o2VuJ5WJm,trio-lingua,food,to eat,comer,yemek (fiil),verb,term,ordering,,,,,,,
foo_8995NvwB6PsL,trio-lingua,food,to drink,beber / tomar,içmek,verb,term,ordering,,,,,,,
foo_Vae8eawHliUV,trio-lingua,food,to order,pedir,sipariş vermek,verb,term,ordering,,,,,,,
foo_b-GBaHKx_fxI,trio-lingua,food,to pay,pagar,ödemek,verb,term,ordering,,,,,,,
foo_AXxgQiF_Qnka,trio-lingua,food,I would like…,Quisiera… / Me gustaría…,…istiyorum (kibar),phrase,phrase,ordering,,,,,,,
foo_nokTtUON5H2K,trio-lingua,food,"I want a coffee, please.","Quiero un café, por favor.","Bir kahve istiyorum, lütfen.",phrase,phrase,ordering,,,,,,,
foo_NoMa1hjaVbY8,trio-lingua,food,"A table for two, please.","Una mesa para dos, por favor.","İki kişilik bir masa, lütfen.",phrase,phrase,ordering,,,,,,,
foo_N_3XarRMe7CW,trio-lingua,food,"The menu, please.","La carta, por favor.","Menü, lütfen.",phrase,phrase,ordering,,,,,,,
foo_TX5jTISK0IqG,trio-lingua,food,What do you recommend?,¿Qué me recomienda?,Ne tavsiye edersiniz?,phrase,phrase,ordering,,,,,,,
foo_oTrprb47wjeR,trio-lingua,food,"The bill, please.","La cuenta, por favor.","Hesap, lütfen.",phrase,phrase,ordering,,,,,,,
foo_TyPNVZkgcE4M,trio-lingua,food,To go / takeaway,Para llevar,Paket / gitmek üzere,phrase,phrase,ordering,,,,,,,
foo_PoNondNYQmuV,trio-lingua,food,For here,Para tomar aquí,Burada içmek/yemek için,phrase,phrase,ordering,,,,,,,
foo_9tt7jwkpvJuo,trio-lingua,food,I am vegetarian.,Soy vegetariano / vegetariana.,Vejetaryenim.,phrase,phrase,ordering,,,,,,,
foo_mUEdZgux-Mmt,trio-lingua,food,I am allergic to…,Soy alérgico / alérgica a…,…alerjim var.,phrase,phrase,ordering,,,,,,,
foo_PH3Bp2F6jSt-,trio-lingua,food,Enjoy your meal!,¡Buen provecho!,Afiyet olsun!,phrase,phrase,ordering,,,,,,,
foo_3-lMFcnGR4Hz,trio-lingua,food,Cheers!,¡Salud!,Şerefe!,phrase,phrase,ordering,,,,,,,
foo_5zio4AbTC7ua,trio-lingua,food,I'm hungry.,Tengo hambre.,Açım.,phrase,phrase,ordering,,,,literally: I have hunger,,,
foo_hrGhEkE9dO_1,trio-lingua,food,I'm thirsty.,Tengo sed.,Susadım.,phrase,phrase,ordering,,,,literally: I have thirst,,,
foo_4ctmNik96-xl,trio-lingua,food,It's delicious.,Está delicioso / Está muy rico.,Çok lezzetli.,phrase,phrase,ordering,,,,,,,
